snippet,language
            this.kryptonBorderEdgeBottom = new ComponentFactory.Krypton.Toolkit.KryptonBorderEdge();
            this.kryptonHeaderBottom = new ComponentFactory.Krypton.Toolkit.KryptonHeaderGroup();
            this.buttonSpecBottom = new ComponentFactory.Krypton.Toolkit.ButtonSpecHeaderGroup();
            this.kryptonButtonPrevious = new ComponentFactory.Krypton.Toolkit.KryptonButton();
            this.textBoxFind = new ComponentFactory.Krypton.Toolkit.KryptonTextBox();
            this.kryptonButtonNext = new ComponentFactory.Krypton.Toolkit.KryptonButton();
            this.labelFind = new ComponentFactory.Krypton.Toolkit.KryptonLabel();
            this.kryptonBorderEdgeTop = new ComponentFactory.Krypton.Toolkit.KryptonBorderEdge();
            this.kryptonHeaderTop = new ComponentFactory.Krypton.Toolkit.KryptonHeaderGroup();
            this.buttonSpecHeaderGroup1 = new ComponentFactory.Krypton.Toolkit.ButtonSpecHeaderGroup();
            this.textBox3 = new ComponentFactory.Krypton.Toolkit.KryptonTextBox();
            this.textBox2 = new ComponentFactory.Krypton.Toolkit.KryptonTextBox();
            this.labelPosition = new ComponentFactory.Krypton.Toolkit.KryptonLabel();
            this.labelAge = new ComponentFactory.Krypton.Toolkit.KryptonLabel();
            this.textBox1 = new ComponentFactory.Krypton.Toolkit.KryptonTextBox();
            this.textBoxFirstName = new ComponentFactory.Krypton.Toolkit.KryptonTextBox();
            this.labelLastName = new ComponentFactory.Krypton.Toolkit.KryptonLabel();
            this.labelFirstName = new ComponentFactory.Krypton.Toolkit.KryptonLabel();
            this.kryptonManager = new ComponentFactory.Krypton.Toolkit.KryptonManager(this.components);
            this.statusStrip1 = new System.Windows.Forms.StatusStrip();
            this.menuStrip.SuspendLayout();
            this.toolStrip.SuspendLayout();
            this.toolStripContainer1.ContentPanel.SuspendLayout();
            this.toolStripContainer1.TopToolStripPanel.SuspendLayout();
            this.toolStripContainer1.SuspendLayout();
            ((System.ComponentModel.ISupportInitialize)(this.kryptonPanelMain)).BeginInit();
            this.kryptonPanelMain.SuspendLayout();
            ((System.ComponentModel.ISupportInitialize)(this.kryptonGroupFiller)).BeginInit();
            ((System.ComponentModel.ISupportInitialize)(this.kryptonGroupFiller.Panel)).BeginInit();
            this.kryptonGroupFiller.Panel.SuspendLayout();
            this.kryptonGroupFiller.SuspendLayout();
            ((System.ComponentModel.ISupportInitialize)(this.kryptonHeaderBottom)).BeginInit();
            ((System.ComponentModel.ISupportInitialize)(this.kryptonHeaderBottom.Panel)).BeginInit();
            this.kryptonHeaderBottom.Panel.SuspendLayout();
            this.kryptonHeaderBottom.SuspendLayout();
            ((System.ComponentModel.ISupportInitialize)(this.kryptonHeaderTop)).BeginInit();
            ((System.ComponentModel.ISupportInitialize)(this.kryptonHeaderTop.Panel)).BeginInit();
            this.kryptonHeaderTop.Panel.SuspendLayout();
            this.kryptonHeaderTop.SuspendLayout();
            this.SuspendLayout();
            // 
            // menuStrip
            // 
            this.menuStrip.Font = new System.Drawing.Font(""Segoe UI"", 9F);
            this.menuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] {
            this.toolStripMenuItem1});
            this.menuStrip.Location = new System.Drawing.Point(0, 0);
            this.menuStrip.Name = ""menuStrip"";
            this.menuStrip.Size = new System.Drawing.Size(352, 24);
            this.menuStrip.TabIndex = 0;
            this.menuStrip.Text = ""menuStrip"";
            // 
            // toolStripMenuItem1
            // 
            this.toolStripMenuItem1.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {
            this.menuOffice2010,
            this.menuOffice2007,
            this.menuSparkle,
            this.menuSystem,
            this.toolStripSeparator1,
            this.exitToolStripMenuItem});
            this.toolStripMenuItem1.Name = ""toolStripMenuItem1"";
            this.toolStripMenuItem1.Size = new System.Drawing.Size(37, 20);
            this.toolStripMenuItem1.Text = ""File"";
            // 
            // menuOffice2010
            // 
            this.menuOffice2010.Checked = true;
            this.menuOffice2010.CheckState = System.Windows.Forms.CheckState.Checked;
            this.menuOffice2010.Name = ""menuOffice2010"";
            this.menuOffice2010.Size = new System.Drawing.Size(167, 22);
            this.menuOffice2010.Text = ""Office 2010 - Blue"";
            this.menuOffice2010.Click += new System.EventHandler(this.toolOffice2010_Click);
            // 
            // menuOffice2007
            // 
            this.menuOffice2007.Name = ""menuOffice2007"";
            this.menuOffice2007.Size = new System.Drawing.Size(167, 22);
            this.menuOffice2007.Text = ""Office 2007 - Blue"";
            this.menuOffice2007.Click += new System.EventHandler(this.toolOffice2007_Click);
            // 
            // menuSparkle
            // 
            this.menuSparkle.Name = ""menuSparkle"";
            this.menuSparkle.Size = new System.Drawing.Size(167, 22);
            this.menuSparkle.Text = ""Sparkle - Blue"";
            this.menuSparkle.Click += new System.EventHandler(this.toolSparkle_Click);
            // 
            // menuSystem
            // 
            this.menuSystem.Name = ""menuSystem"";
            this.menuSystem.Size = new System.Drawing.Size(167, 22);
            this.menuSystem.Text = ""System"";
            this.menuSystem.Click += new System.EventHandler(this.toolSystem_Click);
            // 
            // toolStripSeparator1
            // 
            this.toolStripSeparator1.Name = ""toolStripSeparator1"";
            this.toolStripSeparator1.Size = new System.Drawing.Size(164, 6);
            // 
            // exitToolStripMenuItem
            // 
            this.exitToolStripMenuItem.Name = ""exitToolStripMenuItem"";
            this.exitToolStripMenuItem.Size = new System.Drawing.Size(167, 22);
            this.exitToolStripMenuItem.Text = ""Exit"";
            this.exitToolStripMenuItem.Click += new System.EventHandler(this.exitToolStripMenuItem_Click);
            // 
            // toolStrip
            // 
            this.toolStrip.Dock = System.Windows.Forms.DockStyle.None;
            this.toolStrip.Font = new System.Drawing.Font(""Segoe UI"", 9F);
            this.toolStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] {
            this.toolOffice2010,
            this.toolOffice2007,
            this.toolSparkle,
            this.toolSystem});
            this.toolStrip.Location = new System.Drawing.Point(3, 0);
            this.toolStrip.Name = ""toolStrip"";
            this.toolStrip.Size = new System.Drawing.Size(211, 25);
            this.toolStrip.TabIndex = 1;
            this.toolStrip.Text = ""toolStrip"";
            // 
            // toolOffice2010
            // 
            this.toolOffice2010.Checked = true;
            this.toolOffice2010.CheckState = System.Windows.Forms.CheckState.Checked;
            this.toolOffice2010.DisplayStyle = System.Windows.Forms.ToolStripItemDisplayStyle.Text;
            this.toolOffice2010.Image = ((System.Drawing.Image)(resources.GetObject(""toolOffice2010.Image"")));
            this.toolOffice2010.ImageTransparentColor = System.Drawing.Color.Magenta;
            this.toolOffice2010.Name = ""toolOffice2010"";
            this.toolOffice2010.Size = new System.Drawing.Size(35, 22);
            this.toolOffice2010.Text = ""2010"";
            this.toolOffice2010.Click += new System.EventHandler(this.toolOffice2010_Click);
            // 
            // toolOffice2007
            // 
            this.toolOffice2007.DisplayStyle = System.Windows.Forms.ToolStripItemDisplayStyle.Text;
            this.toolOffice2007.Image = ((System.Drawing.Image)(resources.GetObject(""toolOffice2007.Image"")));
            this.toolOffice2007.ImageTransparentColor = System.Drawing.Color.Magenta;
            this.toolOffice2007.Name = ""toolOffice2007"";
            this.toolOffice2007.Size = new System.Drawing.Size(35, 22);
            this.toolOffice2007.Text = ""2007"";
            this.toolOffice2007.Click += new System.EventHandler(this.toolOffice2007_Click);
            // 
            // toolSparkle
            // 
            this.toolSparkle.DisplayStyle = System.Windows.Forms.ToolStripItemDisplayStyle.Text;
            this.toolSparkle.ImageTransparentColor = System.Drawing.Color.Magenta;
            this.toolSparkle.Name = ""toolSparkle"";
            this.toolSparkle.Size = new System.Drawing.Size(49, 22);
            this.toolSparkle.Text = ""Sparkle"";
            this.toolSparkle.Click += new System.EventHandler(this.toolSparkle_Click);
            // 
            // toolSystem
            // 
            this.toolSystem.DisplayStyle = System.Windows.Forms.ToolStripItemDisplayStyle.Text;
            this.toolSystem.ImageTransparentColor = System.Drawing.Color.Magenta;
            this.toolSystem.Name = ""toolSystem"";
            this.toolSystem.Size = new System.Drawing.Size(49, 22);
            this.toolSystem.Text = ""System"";
            this.toolSystem.Click += new System.EventHandler(this.toolSystem_Click);
            // 
            // toolStripContainer1
            // 
            // 
            // toolStripContainer1.ContentPanel
            // 
            this.toolStripContainer1.ContentPanel.Controls.Add(this.kryptonPanelMain);
            this.toolStripContainer1.ContentPanel.Size = new System.Drawing.Size(352, 295);
            this.toolStripContainer1.Dock = System.Windows.Forms.DockStyle.Fill;
            this.toolStripContainer1.Location = new System.Drawing.Point(0, 24);
            this.toolStripContainer1.Name = ""toolStripContainer1"";
            this.toolStripContainer1.Size = new System.Drawing.Size(352, 320);
            this.toolStripContainer1.TabIndex = 2;
            this.toolStripContainer1.Text = ""toolStripContainer1"";
            // 
            // toolStripContainer1.TopToolStripPanel
            // 
            this.toolStripContainer1.TopToolStripPanel.Controls.Add(this.toolStrip);
            // 
            // kryptonPanelMain
            // 
            this.kryptonPanelMain.Controls.Add(this.kryptonGroupFiller);
            this.kryptonPanelMain.Controls.Add(this.kryptonBorderEdgeBottom);
            this.kryptonPanelMain.Controls.Add(this.kryptonHeaderBottom);
            this.kryptonPanelMain.Controls.Add(this.kryptonBorderEdgeTop);
            this.kryptonPanelMain.Controls.Add(this.kryptonHeaderTop);
            this.kryptonPanelMain.Dock = System.Windows.Forms.DockStyle.Fill;
            this.kryptonPanelMain.Location = new System.Drawing.Point(0, 0);
            this.kryptonPanelMain.Name = ""kryptonPanelMain"";
            this.kryptonPanelMain.Padding = new System.Windows.Forms.Padding(5);
            this.kryptonPanelMain.Size = new System.Drawing.Size(352, 295);
            this.kryptonPanelMain.TabIndex = 0;
            // 
            // kryptonGroupFiller
            // 
            this.kryptonGroupFiller.Dock = System.Windows.Forms.DockStyle.Fill;
            this.kryptonGroupFiller.Location = new System.Drawing.Point(5, 98);
            this.kryptonGroupFiller.Name = ""kryptonGroupFiller"";
            // 
            // kryptonGroupFiller.Panel
            // 
            this.kryptonGroupFiller.Panel.Controls.Add(this.textBoxFiller);
            this.kryptonGroupFiller.Panel.Padding = new System.Windows.Forms.Padding(3);
            this.kryptonGroupFiller.Size = new System.Drawing.Size(342, 120);
            this.kryptonGroupFiller.StateCommon.Border.DrawBorders = ((ComponentFactory.Krypton.Toolkit.PaletteDrawBorders)((ComponentFactory.Krypton.Toolkit.PaletteDrawBorders.Left | ComponentFactory.Krypton.Toolkit.PaletteDrawBorders.Right)));
            this.kryptonGroupFiller.StateCommon.Border.GraphicsHint = ComponentFactory.Krypton.Toolkit.PaletteGraphicsHint.None;
            this.kryptonGroupFiller.TabIndex = 1;
            // 
            // textBoxFiller
            // 
            this.textBoxFiller.Dock = System.Windows.Forms.DockStyle.Fill;
            this.textBoxFiller.Location = new System.Drawing.Point(3, 3);
            this.textBoxFiller.Multiline = true;
            this.textBoxFiller.Name = ""textBoxFiller"";
            this.textBoxFiller.Size = new System.Drawing.Size(334, 114);
            this.textBoxFiller.StateCommon.Border.Draw = ComponentFactory.Krypton.Toolkit.InheritBool.False;
            this.textBoxFiller.StateCommon.Border.DrawBorders = ((ComponentFactory.Krypton.Toolkit.PaletteDrawBorders)((((ComponentFactory.Krypton.Toolkit.PaletteDrawBorders.Top | ComponentFactory.Krypton.Toolkit.PaletteDrawBorders.Bottom)
                        | ComponentFactory.Krypton.Toolkit.PaletteDrawBorders.Left)
                        | ComponentFactory.Krypton.Toolkit.PaletteDrawBorders.Right)));
            this.textBoxFiller.TabIndex = 0;
            this.textBoxFiller.Text = resources.GetString(""textBoxFiller.Text"");
            // 
            // kryptonBorderEdgeBottom
            // 
            this.kryptonBorderEdgeBottom.Dock = System.Windows.Forms.DockStyle.Bottom;
            this.kryptonBorderEdgeBottom.Location = new System.Drawing.Point(5, 218);
            this.kryptonBorderEdgeBottom.Name = ""kryptonBorderEdgeBottom"";
            this.kryptonBorderEdgeBottom.Size = new System.Drawing.Size(342, 1);
            this.kryptonBorderEdgeBottom.StateCommon.GraphicsHint = ComponentFactory.Krypton.Toolkit.PaletteGraphicsHint.None;
            this.kryptonBorderEdgeBottom.Text = ""kryptonBorderEdge1"";
            // 
            // kryptonHeaderBottom
            // 
            this.kryptonHeaderBottom.AutoSize = true;
            this.kryptonHeaderBottom.ButtonSpecs.AddRange(new ComponentFactory.Krypton.Toolkit.ButtonSpecHeaderGroup[] {
            this.buttonSpecBottom});
            this.kryptonHeaderBottom.CollapseTarget = ComponentFactory.Krypton.Toolkit.HeaderGroupCollapsedTarget.CollapsedToSecondary;
            this.kryptonHeaderBottom.Dock = System.Windows.Forms.DockStyle.Bottom;
            this.kryptonHeaderBottom.GroupBackStyle = ComponentFactory.Krypton.Toolkit.PaletteBackStyle.PanelAlternate;
            this.kryptonHeaderBottom.HeaderStyleSecondary = ComponentFactory.Krypton.Toolkit.HeaderStyle.Primary;
            this.kryptonHeaderBottom.HeaderVisiblePrimary = false;
            this.kryptonHeaderBottom.Location = new System.Drawing.Point(5, 219);
            this.kryptonHeaderBottom.Name = ""kryptonHeaderBottom"";
            // 
            // kryptonHeaderBottom.Panel
            // 
            this.kryptonHeaderBottom.Panel.Controls.Add(this.kryptonButtonPrevious);
            this.kryptonHeaderBottom.Panel.Controls.Add(this.textBoxFind);
            this.kryptonHeaderBottom.Panel.Controls.Add(this.kryptonButtonNext);
            this.kryptonHeaderBottom.Panel.Controls.Add(this.labelFind);
            this.kryptonHeaderBottom.Panel.Padding = new System.Windows.Forms.Padding(5);
            this.kryptonHeaderBottom.Size = new System.Drawing.Size(342, 71);
            this.kryptonHeaderBottom.StateCommon.Border.DrawBorders = ((ComponentFactory.Krypton.Toolkit.PaletteDrawBorders)(((ComponentFactory.Krypton.Toolkit.PaletteDrawBorders.Bottom | ComponentFactory.Krypton.Toolkit.PaletteDrawBorders.Left)
                        | ComponentFactory.Krypton.Toolkit.PaletteDrawBorders.Right)));
            this.kryptonHeaderBottom.TabIndex = 2;
            this.kryptonHeaderBottom.ValuesPrimary.Heading = """";
            this.kryptonHeaderBottom.ValuesPrimary.Image = null;
            this.kryptonHeaderBottom.ValuesSecondary.Heading = ""Bottom HeaderGroup"";
            this.kryptonHeaderBottom.ValuesSecondary.Image = ((System.Drawing.Image)(resources.GetObject(""kryptonHeaderBottom.ValuesSecondary.Image"")));
            this.kryptonHeaderBottom.CollapsedChanged += new System.EventHandler(this.kryptonHeaderBottom_CollapsedChanged);
            // 
            // buttonSpecBottom
            // 
            this.buttonSpecBottom.HeaderLocation = ComponentFactory.Krypton.Toolkit.HeaderLocation.SecondaryHeader;
            this.buttonSpecBottom.Type = ComponentFactory.Krypton.Toolkit.PaletteButtonSpecStyle.ArrowDown;
            this.buttonSpecBottom.UniqueName = ""A07748CCD08E4E46A07748CCD08E4E46"";
            // 
            // kryptonButtonPrevious
            // 
            this.kryptonButtonPrevious.AutoSize = true;
            this.kryptonButtonPrevious.AutoSizeMode = System.Windows.Forms.AutoSizeMode.GrowAndShrink;
            this.kryptonButtonPrevious.Location = new System.Drawing.Point(229, 10);
            this.kryptonButtonPrevious.Name = ""kryptonButtonPrevious"";
            this.kryptonButtonPrevious.Size = new System.Drawing.Size(44, 23);
